id,title,release_date,genres,year
1637,Speed,6/9/1994,"['Action', 'Adventure', 'Crime']",1994
15128,Speechless,12/16/1994,"['Comedy', 'Romance']",1994
8831,Timecop,9/15/1994,"['Thriller', 'Science Fiction', 'Action', 'Crime']",1994
36955,True Lies,7/14/1994,"['Action', 'Thriller']",1994
10449,When a Man Loves a Woman,4/29/1994,"['Drama', 'Romance']",1994
10395,Wolf,6/17/1994,['Fantasy'],1994
12160,Wyatt Earp,6/24/1994,"['Drama', 'Action', 'Western']",1994
40480,Bad Company,1/20/1995,"['Action', 'Crime', 'Romance', 'Thriller']",1995
52038,A Man of No Importance,12/22/1994,"['Comedy', 'Drama']",1994
29444,S.F.W.,9/15/1994,"['Comedy', 'Drama']",1994
26352,A Low Down Dirty Shame,11/23/1994,"['Action', 'Comedy', 'Crime']",1994
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",9/30/1994,['Drama'],1994
41580,Colonel Chabert,1/1/1994,['Drama'],1994
315,"Faster, Pussycat! Kill! Kill!",8/6/1965,"['Action', 'Crime']",1965
22067,Jason's Lyric,9/28/1994,"['Crime', 'Drama', 'Romance']",1994
18242,The Secret Adventures of Tom Thumb,12/10/1993,"['Animation', 'Science Fiction']",1993
11667,Street Fighter,12/22/1994,"['Action', 'Adventure', 'Thriller']",1994
32502,Coldblooded,9/15/1995,"['Action', 'Comedy']",1995
267188,Desert Winds,12/31/1997,[],1997
28732,Fall Time,5/13/1995,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",1995
75555,The Fear,1/20/1995,"['Horror', 'Thriller']",1995
42981,Frank and Ollie,10/20/1995,['Documentary'],1995
278939,Girl in the Cadillac,10/24/1995,"['Romance', 'Adventure', 'Crime', 'Drama']",1995
291731,Homage,5/3/1995,"['Thriller', 'Drama']",1995
226229,Mirage,11/21/1995,"['Action', 'Thriller']",1995
203119,Open Season,5/3/1996,['Comedy'],1996
172923,Dos Crímenes,5/26/1995,[],1995
316098,Brother Minister: The Assassination of Malcolm X,3/1/1995,['Documentary'],1995
8011,Highlander: The Final Dimension,11/29/1994,"['Action', 'Fantasy', 'Science Fiction']",1994
171857,Federal Hill,2/24/1995,[],1995
2654,In the Mouth of Madness,12/12/1994,"['Horror', 'Mystery', 'Thriller']",1994
18069,8 Seconds,2/25/1994,"['Drama', 'Romance']",1994
19092,Above the Rim,3/23/1994,"['Crime', 'Drama']",1994
2758,Addams Family Values,11/19/1993,"['Comedy', 'Family', 'Fantasy']",1993
38129,Martin Lawrence: You So Crazy,4/27/1994,['Comedy'],1994
10436,The Age of Innocence,9/17/1993,"['Drama', 'Romance']",1993
13595,Airheads,8/5/1994,"['Comedy', 'Crime', 'Music']",1994
46094,The Air Up There,1/7/1994,"['Comedy', 'Family']",1994
9409,Another Stakeout,7/22/1993,"['Action', 'Comedy']",1993
11853,Bad Girls,4/22/1994,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",1994
16771,Barcelona,7/29/1994,"['Comedy', 'Drama', 'Romance']",1994
46924,Being Human,5/6/1994,"['Drama', 'Comedy', 'Fantasy']",1994
11041,The Beverly Hillbillies,10/15/1993,['Comedy'],1993
306,Beverly Hills Cop III,5/24/1994,"['Action', 'Comedy', 'Crime']",1994
14522,Black Beauty,7/29/1994,"['Action', 'Adventure', 'Drama', 'Family']",1994
26203,Blink,1/26/1994,"['Mystery', 'Crime', 'Drama', 'Thriller']",1994
178,Blown Away,7/1/1994,"['Drama', 'Action', 'Thriller']",1994
19819,Blue Chips,2/18/1994,['Drama'],1994
57834,Blue Sky,9/16/1994,"['Drama', 'Romance']",1994
4722,Body Snatchers,6/9/1993,"['Horror', 'Science Fiction', 'Thriller']",1993
18215,Boxing Helena,6/18/1993,"['Drama', 'Romance']",1993
1607,A Bronx Tale,9/14/1993,"['Drama', 'Crime']",1993
26391,Cabin Boy,1/7/1994,['Comedy'],1994
117553,Calendar Girl,9/3/1993,"['Drama', 'Comedy']",1993
6075,Carlito's Way,11/10/1993,"['Action', 'Crime', 'Drama', 'Thriller']",1993
11310,City Slickers II: The Legend of Curly's Gold,6/10/1994,"['Action', 'Comedy', 'Drama', 'Western']",1994
18658,Clean Slate,5/6/1994,"['Comedy', 'Thriller', 'Mystery']",1994
9350,Cliffhanger,5/28/1993,"['Action', 'Adventure', 'Thriller']",1993
9612,Coneheads,7/23/1993,"['Comedy', 'Science Fiction', 'Family']",1993
2124,Color of Night,8/19/1994,"['Drama', 'Mystery', 'Romance', 'Thriller']",1994
26261,Cops & Robbersons,4/15/1994,"['Action', 'Comedy', 'Family']",1994
19176,The Cowboy Way,6/3/1994,"['Western', 'Action', 'Comedy']",1994
49299,Dangerous Game,11/19/1993,['Drama'],1993
11566,Dave,5/7/1993,['Comedy'],1993
9571,Dazed and Confused,9/24/1993,"['Comedy', 'Drama']",1993
9739,Demolition Man,10/8/1993,"['Crime', 'Action', 'Science Fiction']",1993
24257,The Endless Summer 2,6/3/1994,['Documentary'],1994
34444,Even Cowgirls Get the Blues,5/13/1994,"['Western', 'Drama', 'Comedy', 'Romance']",1994
26141,Fatal Instinct,10/29/1993,['Comedy'],1993
10997,Farewell My Concubine,9/16/1993,['Drama'],1993
50463,The Favor,4/29/1994,"['Drama', 'Comedy', 'Romance']",1994
10443,Fearless,10/15/1993,['Drama'],1993
20239,Fear of a Black Hat,10/28/1994,['Comedy'],1994
16297,With Honors,4/29/1994,"['Comedy', 'Drama']",1994
18551,Flesh and Bone,11/5/1993,"['Drama', 'Mystery', 'Romance']",1993
25440,Widows' Peak,5/13/1994,"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",1994
9024,For Love or Money,10/1/1993,"['Comedy', 'Romance']",1993
37233,The Firm,6/30/1993,"['Drama', 'Mystery', 'Thriller']",1993
1634,Free Willy,7/16/1993,"['Family', 'Adventure']",1993
13815,Fresh,8/24/1994,"['Crime', 'Drama', 'Thriller']",1994
5503,The Fugitive,8/6/1993,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",1993
35588,Geronimo: An American Legend,12/10/1993,"['History', 'Action', 'Drama', 'Western']",1993
2087,The Getaway,2/11/1994,"['Drama', 'Action', 'Thriller']",1994
41579,Getting Even with Dad,6/17/1994,"['Family', 'Comedy', 'Crime']",1994
18620,Go Fish,6/10/1994,"['Drama', 'Romance']",1994
41006,A Good Man in Africa,7/14/1994,"['Comedy', 'Drama']",1994
4916,Guilty as Sin,6/4/1993,"['Drama', 'Thriller']",1993
2019,Hard Target,8/20/1993,"['Action', 'Adventure', 'Crime', 'Thriller']",1993
31642,Heaven & Earth,12/24/1993,"['History', 'War', 'Action', 'Drama']",1993
9255,Hot Shots! Part Deux,5/21/1993,"['Action', 'Comedy', 'War']",1993
26271,Live Nude Girls,12/8/1995,['Comedy'],1995
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,5/12/1995,"['Drama', 'Comedy', 'Romance']",1995
2259,The House of the Spirits,10/19/1993,"['Romance', 'Drama']",1993
16097,House Party 3,1/1/1994,['Comedy'],1994
11934,The Hudsucker Proxy,3/11/1994,"['Comedy', 'Drama']",1994
106143,I'll Do Anything,2/4/1994,"['Comedy', 'Drama']",1994
12475,In the Army Now,8/12/1994,['Comedy'],1994
9386,In the Line of Fire,7/8/1993,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",1993
7984,In the Name of the Father,12/12/1993,['Drama'],1993
59930,The Inkwell,4/22/1994,"['Comedy', 'Drama', 'Romance']",1994
15765,What's Love Got to Do with It,6/9/1993,"['Drama', 'Music']",1993
31643,Jimmy Hollywood,3/30/1994,['Comedy'],1994
6,Judgment Night,10/15/1993,"['Action', 'Thriller', 'Crime']",1993
329,Jurassic Park,6/11/1993,"['Adventure', 'Science Fiction']",1993
10909,Kalifornia,9/1/1993,"['Thriller', 'Crime']",1993
507,Killing Zoe,10/1/1993,"['Action', 'Crime', 'Drama', 'Thriller']",1993
34024,King of the Hill,8/20/1993,['Drama'],1993
29918,Lassie,7/22/1994,"['Action', 'Adventure', 'Drama', 'Family']",1994
9593,Last Action Hero,6/18/1993,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",1993
42580,Life With Mikey,6/4/1993,"['Comedy', 'Family']",1993
22317,Lightning Jack,3/11/1994,"['Action', 'Comedy', 'Western']",1994
1413,M. Butterfly,9/9/1993,"['Drama', 'Romance']",1993
12121,Made in America,5/27/1993,['Comedy'],1993
2246,Malice,9/29/1993,"['Drama', 'Crime']",1993
10502,The Man without a Face,8/25/1993,['Drama'],1993
10440,Manhattan Murder Mystery,8/18/1993,"['Comedy', 'Mystery']",1993
9516,Menace II Society,5/26/1993,"['Drama', 'Action', 'Crime']",1993
2320,Executive Decision,3/15/1996,"['Action', 'Adventure', 'Drama', 'Thriller']",1996
5879,In the Realm of the Senses,5/15/1976,"['Drama', 'Romance']",1976
83718,What Happened Was...,9/9/1994,"['Thriller', 'Comedy', 'Drama', 'Romance']",1994
11971,Much Ado About Nothing,5/7/1993,"['Drama', 'Comedy', 'Romance']",1993
2625,Mr. Jones,10/8/1993,"['Drama', 'Romance']",1993
31911,Mr. Wonderful,10/15/1993,"['Comedy', 'Romance']",1993
788,Mrs. Doubtfire,11/24/1993,"['Comedy', 'Drama', 'Family']",1993
21450,Naked,9/14/1993,"['Comedy', 'Drama']",1993
11231,The Next Karate Kid,7/18/1994,['Adventure'],1994
41588,The New Age,9/16/1994,"['Comedy', 'Drama']",1994
10447,No Escape,4/29/1994,"['Action', 'Drama', 'Science Fiction', 'Thriller']",1994
31586,North,7/22/1994,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",1994
9300,Orlando,9/1/1992,"['Romance', 'Drama', 'Fantasy']",1992
9559,A Perfect World,11/24/1993,"['Crime', 'Drama', 'Thriller']",1993
9800,Philadelphia,12/22/1993,['Drama'],1993
713,The Piano,5/19/1993,"['Drama', 'Romance']",1993
8291,Poetic Justice,7/23/1993,"['Drama', 'Romance']",1993
18133,The Program,9/24/1993,['Drama'],1993
25557,The Puppet Masters,10/21/1994,"['Horror', 'Science Fiction', 'Thriller']",1994
22588,Radioland Murders,10/21/1994,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']",1994
10872,The Ref,3/9/1994,['Comedy'],1994
1245,The Remains of the Day,11/5/1993,"['Drama', 'Romance']",1993
11858,Renaissance Man,6/3/1994,"['Comedy', 'War']",1994
7007,Rising Sun,7/30/1993,"['Action', 'Drama', 'Thriller']",1993
10467,The Road to Wellville,10/28/1994,"['Comedy', 'Romance']",1994
5550,RoboCop 3,4/17/1993,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",1993
8005,Robin Hood: Men in Tights,7/28/1993,['Comedy'],1993
2088,Romeo Is Bleeding,9/13/1993,"['Action', 'Crime', 'Drama', 'Thriller']",1993
10412,Romper Stomper,3/5/1992,"['Action', 'Drama', 'Thriller']",1992
47889,Ruby in Paradise,10/8/1993,"['Drama', 'Romance']",1993
14534,Rudy,9/17/1993,['Drama'],1993
56583,The Saint of Fort Washington,11/3/1993,['Drama'],1993
41878,Savage Nights,8/19/1992,['Drama'],1992
424,Schindler's List,11/29/1993,"['Drama', 'History', 'War']",1993
35233,The Scout,9/30/1994,"['Comedy', 'Drama']",1994
14291,Searching for Bobby Fischer,8/13/1993,['Drama'],1993
103413,Second Best,9/30/1994,['Drama'],1994
11236,The Secret Garden,8/13/1993,"['Drama', 'Family', 'Fantasy']",1993
11592,Serial Mom,4/13/1994,"['Comedy', 'Crime', 'Horror', 'Thriller']",1994
8850,The Shadow,7/1/1994,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",1994
10445,Shadowlands,12/25/1993,"['Drama', 'Romance']",1993
695,Short Cuts,9/5/1993,"['Comedy', 'Drama']",1993
43535,A Simple Twist of Fate,9/2/1994,"['Drama', 'Family']",1994
12519,Sirens,10/1/1993,"['Comedy', 'Drama']",1993
23210,Six Degrees of Separation,12/8/1993,"['Mystery', 'Drama', 'Comedy']",1993
858,Sleepless in Seattle,6/24/1993,"['Comedy', 'Drama', 'Romance']",1993
867,Sliver,5/21/1993,"['Drama', 'Thriller']",1993
78,Blade Runner,6/25/1982,"['Science Fiction', 'Drama', 'Thriller']",1982
13203,Son in Law,7/2/1993,"['Comedy', 'Drama', 'Romance']",1993
10442,So I Married an Axe Murderer,7/30/1993,"['Comedy', 'Crime', 'Romance']",1993
11074,Striking Distance,9/17/1993,"['Crime', 'Action', 'Mystery', 'Thriller']",1993
33367,Harem,11/20/1985,"['History', 'Drama', 'Romance']",1985
9607,Super Mario Bros.,5/28/1993,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1993
17585,Surviving the Game,4/15/1994,"['Action', 'Adventure', 'Thriller', 'Crime']",1994
9057,Terminal Velocity,9/23/1994,"['Action', 'Thriller']",1994
20967,Thirty Two Short Films About Glenn Gould,11/26/1993,"['Drama', 'Music']",1993
10635,Threesome,4/8/1994,"['Comedy', 'Drama', 'Family', 'Romance']",1994
9479,The Nightmare Before Christmas,10/9/1993,"['Fantasy', 'Animation', 'Family']",1993
10057,The Three Musketeers,11/11/1993,"['Action', 'Adventure', 'Comedy']",1993
11969,Tombstone,12/25/1993,"['Action', 'Adventure', 'Drama', 'History', 'Western']",1993
41590,Trial by Jury,9/9/1994,"['Drama', 'Action', 'Thriller']",1994
319,True Romance,9/9/1993,"['Action', 'Thriller', 'Crime', 'Romance']",1993
26408,The War Room,12/5/1993,"['Documentary', 'History']",1993
15139,The Pagemaster,11/23/1994,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",1994
161158,"Paris, France",2/4/1994,"['Drama', 'Comedy']",1994
218473,"The Beans of Egypt, Maine",1/1/1994,[],1994
85247,Killer,9/14/1994,"['Thriller', 'Drama', 'Romance']",1994
11446,Welcome to the Dollhouse,5/24/1995,"['Comedy', 'Drama']",1995
51980,Germinal,9/29/1993,"['Drama', 'Romance']",1993
24405,Chasers,4/22/1994,"['Comedy', 'Romance']",1994
11655,Cronos,9/12/1993,"['Drama', 'Horror', 'Thriller']",1993
11800,Naked in New York,11/10/1993,"['Comedy', 'Romance']",1993
8223,Kika,10/28/1993,"['Comedy', 'Drama']",1993
14587,Bhaji on the Beach,1/21/1994,"['Comedy', 'Drama']",1994
31504,Little Big League,6/29/1994,"['Comedy', 'Family']",1994
41653,The Slingshot,9/24/1993,['Drama'],1993
53185,Wide Eyed and Legless,9/5/1993,"['TV Movie', 'Drama', 'Romance', 'Comedy']",1993
95743,Foreign Student,7/29/1994,"['Drama', 'Romance']",1994
23637,"Ciao, Professore!",10/1/1992,"['Comedy', 'Foreign']",1992
17600,Spanking the Monkey,1/15/1994,"['Comedy', 'Drama']",1994
10897,The Little Rascals,8/5/1994,"['Romance', 'Comedy', 'Family']",1994
349394,À la mode,9/10/1993,['Comedy'],1993
21352,Andre,8/17/1994,"['Drama', 'Family', 'Adventure']",1994
68806,The Escort,1/1/1993,"['Thriller', 'Crime', 'Drama']",1993
37345,Princess Caraboo,9/16/1994,"['Comedy', 'Drama', 'History', 'Mystery']",1994
32562,The Celluloid Closet,1/30/1996,"['History', 'Documentary']",1996
47507,Café au Lait,1/1/1993,"['Drama', 'Comedy', 'Romance', 'Foreign']",1993
25403,Dear Diary,10/12/1993,"['Comedy', 'Drama']",1993
124304,I Don't Want to Talk About It,5/20/1993,"['Romance', 'Drama']",1993
9066,The Brady Bunch Movie,2/16/1995,['Comedy'],1995
771,Home Alone,11/9/1990,"['Comedy', 'Family']",1990
251,Ghost,7/12/1990,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",1990
812,Aladdin,11/25/1992,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",1992
280,Terminator 2: Judgment Day,7/1/1991,"['Action', 'Thriller', 'Science Fiction']",1991
581,Dances with Wolves,11/9/1990,"['Adventure', 'Drama', 'Western']",1990
80350,Tough and Deadly,2/14/1995,"['Thriller', 'Action', 'Drama']",1995
268,Batman,6/23/1989,"['Fantasy', 'Action']",1989
274,The Silence of the Lambs,2/1/1991,"['Crime', 'Drama', 'Thriller']",1991
408,Snow White and the Seven Dwarfs,12/20/1937,"['Fantasy', 'Animation', 'Family']",1937
10020,Beauty and the Beast,11/13/1991,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']",1991
10895,Pinocchio,2/23/1940,"['Animation', 'Family']",1940
114,Pretty Woman,3/23/1990,"['Romance', 'Comedy']",1990
41043,Window to Paris,12/1/1993,"['Comedy', 'Drama', 'Fantasy']",1993
576,The Wild Bunch,6/17/1969,"['Adventure', 'Western']",1969
15477,Love and a .45,11/23/1994,"['Crime', 'Thriller']",1994
59146,The Wooden Man's Bride,2/5/1994,"['Drama', 'Foreign', 'Romance']",1994
124472,A Great Day in Harlem,9/27/1994,[],1994
30528,Bye Bye Love,3/16/1995,"['Comedy', 'Romance']",1995
7300,One Fine Day,12/20/1996,"['Comedy', 'Romance']",1996
10824,Candyman: Farewell to the Flesh,3/17/1995,['Horror'],1995
261246,Century,12/31/1993,"['Romance', 'Drama']",1993
275,Fargo,4/5/1996,"['Crime', 'Drama', 'Thriller']",1996
25059,Homeward Bound II: Lost in San Francisco,3/8/1996,"['Adventure', 'Comedy', 'Drama', 'Family']",1996
11827,Heavy Metal,8/7/1981,"['Animation', 'Science Fiction']",1981
8766,Hellraiser: Bloodline,3/8/1996,"['Horror', 'Thriller', 'Science Fiction']",1996
23570,The Pallbearer,5/3/1996,"['Comedy', 'Romance']",1996
47333,Jane Eyre,2/9/1996,"['Drama', 'Romance']",1996
54850,Loaded,4/12/1996,"['Drama', 'Mystery', 'Thriller']",1996
51242,Bread and Chocolate,5/5/1974,"['Comedy', 'Foreign']",1974
10112,The Aristocats,12/23/1970,"['Animation', 'Comedy', 'Family', 'Adventure']",1970
4307,The Flower of My Secret,9/22/1995,"['Drama', 'Romance']",1995
46029,Two Much,2/14/1996,"['Comedy', 'Romance']",1996
32308,Ed,3/15/1996,"['Comedy', 'Family']",1996
88893,Scream of Stone,1/1/1991,"['Adventure', 'Drama', 'Documentary']",1991
52873,My Favorite Season,5/14/1993,['Drama'],1993
123505,A Modern Affair,9/6/1996,[],1996
340210,Condition Red,12/8/1995,"['Thriller', 'Action', 'Drama']",1995
44281,Halfaouine: Boy of the Terraces,1/1/1990,"['Comedy', 'Drama']",1990
28121,A Thin Line Between Love and Hate,4/4/1996,"['Comedy', 'Thriller', 'Crime', 'Romance']",1996
12520,The Last Supper,9/8/1995,"['Comedy', 'Thriller', 'Crime', 'Drama']",1995
1592,Primal Fear,4/3/1996,"['Crime', 'Drama', 'Mystery', 'Thriller']",1996
166901,Rude,9/8/1995,[],1995
36447,Carried Away,1/26/1996,"['Drama', 'Romance']",1996
19042,All Dogs Go to Heaven 2,3/29/1996,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",1996
38884,Land and Freedom,1/1/1995,"['Drama', 'History', 'War', 'Romance']",1995
47449,Denise Calls Up,5/17/1995,['Comedy'],1995
36259,Theodore Rex,12/14/1995,"['Fantasy', 'Science Fiction', 'Family']",1995
41852,A Family Thing,3/29/1996,"['Comedy', 'Drama']",1996
40926,Frisk,3/22/1996,"['Drama', 'Thriller']",1996
9099,Sgt. Bilko,3/29/1996,"['Comedy', 'Family']",1996
2021,Jack & Sarah,6/2/1995,"['Comedy', 'Drama', 'Romance']",1995
61752,Girl 6,3/22/1996,['Comedy'],1996
10988,Diabolique,3/22/1996,"['Drama', 'Horror', 'Mystery', 'Thriller']",1996
11479,"Little Indian, Big City",12/14/1994,"['Adventure', 'Drama', 'Comedy', 'Family']",1994
398959,Roula,9/11/1995,"['Romance', 'Drama']",1995
287305,Peanuts – Die Bank zahlt alles,3/21/1996,['Comedy'],1996
339428,Happy Weekend,3/14/1996,['Comedy'],1996
12652,Nelly and Monsieur Arnaud,4/12/1996,"['Drama', 'Romance']",1996
10684,Courage Under Fire,7/4/1996,"['Drama', 'Thriller', 'Mystery', 'War']",1996
954,Mission: Impossible,5/22/1996,"['Adventure', 'Action', 'Thriller']",1996
68445,Cold Fever,2/10/1995,"['Drama', 'Comedy']",1995
18989,Moll Flanders,6/14/1996,"['Drama', 'Romance']",1996
10801,The Superwife,3/6/1996,['Comedy'],1996
54285,"301, 302",4/22/1995,"['Horror', 'Mystery', 'Thriller']",1995
8840,DragonHeart,5/31/1996,['Fantasy'],1996
278978,Und keiner weint mir nach,2/29/1996,['Drama'],1996
124625,My Mother's Courage,9/12/1995,['Drama'],1995
11107,Eddie,5/31/1996,"['Action', 'Comedy']",1996
16417,Yankee Zulu,12/1/1993,"['Drama', 'Comedy']",1993
70934,Billy's Holiday,7/26/1995,[],1995
10363,Purple Noon,3/10/1960,"['Crime', 'Drama', 'Thriller']",1960
161070,August,8/8/1996,"['Romance', 'Comedy', 'Drama']",1996
10539,James and the Giant Peach,4/12/1996,"['Adventure', 'Animation', 'Family']",1996
10543,Fear,4/12/1996,"['Drama', 'Thriller', 'Romance']",1996
18414,Kids in the Hall: Brain Candy,4/2/1996,['Comedy'],1996
47502,Faithful,4/3/1996,"['Comedy', 'Crime', 'Drama']",1996
11902,Underground,4/11/1995,"['War', 'Drama', 'Comedy']",1995
27098,All Things Fair,3/8/1995,"['War', 'Drama', 'Romance']",1995
25087,Bloodsport II,3/1/1996,"['Action', 'Thriller']",1996
5801,Pather Panchali,8/26/1955,['Drama'],1955
896,The World of Apu,5/1/1959,['Drama'],1959
3065,Mystery Science Theater 3000: The Movie,4/19/1996,"['Comedy', 'Science Fiction']",1996
318177,Tarantella,3/15/1996,[],1996
2300,Space Jam,11/15/1996,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",1996
8069,Barbarella,10/10/1968,['Science Fiction'],1968
288173,Hostile Intentions,1/1/1995,"['Thriller', 'Action', 'Drama']",1995
187851,They Bite,1/1/1996,"['Comedy', 'Horror', 'Science Fiction']",1996
27768,Some Folks Call It a Sling Blade,3/26/1994,"['Drama', 'Thriller']",1994
221917,The Run of the Country,9/22/1995,"['Drama', 'Romance']",1995
8072,Alphaville,5/5/1965,"['Drama', 'Science Fiction', 'Mystery']",1965
35797,Coup de Torchon,11/4/1981,['Drama'],1981
88030,Tigrero: A Film That Was Never Made,1/1/1994,"['Documentary', 'Foreign']",1994
185191,The Eye of Vichy,5/20/1993,[],1993
83857,Windows,1/18/1980,"['Horror', 'Drama', 'Thriller']",1980
33245,It's My Party,3/22/1996,['Drama'],1996
124460,Country Life,10/27/1994,"['Drama', 'Romance']",1994
27281,Operation Dumbo Drop,7/28/1995,"['Action', 'Adventure', 'Comedy', 'Family']",1995
105045,The Promise,2/16/1995,"['Drama', 'Romance']",1995
40001,Mrs. Winterbourne,4/19/1996,"['Comedy', 'Romance', 'Drama']",1996
29621,Solo,10/23/1996,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1996
